Name	Set	Imagefile	Copies	Type	Sphere/Encounter Set(icon)	Unique	Traits	Engage	Cost	Willpower/Threat	Attack	Defense	Hit Points	Quest Points	Abilities	Number	Card Text	Shadow Text	Script	Sound
Secluded Glade	HON	HON47,encounter	3	Location	(Leaf) Brooding Forest		Forest.			3				3		47				
Lost Campanion	HON	HON48,encounter	2	Treachery	(Leaf) Brooding Forest											48				
Morgul Spider	HON	HON49,encounter	3	Enemy	(TreeEvil) Creatures of the Forest		Creature. Spider.	25		3	4	1	4			49				
Forest Bat	HON	HON50,encounter	3	Enemy	(TreeEvil) Creatures of the Forest		Creature.	18		1	1	1	1			50				
Watcher in the Wood	HON	HON51,encounter	2	Treachery	(TreeEvil) Creatures of the Forest											51				
Southron Mercenaries	HON	HON52,encounter	3	Enemy	(CrossedArrows) Southrons		Harad.	35		2	3	2	4		Archery X.	52				
Haradrim Elite	HON	HON53,encounter	2	Enemy	(CrossedArrows) Southrons		Harad.	27		3	4	3	3			53				
Mumak	HON	HON54,encounter	1	Enemy	(CrossedArrows) Southrons		Harad. Creature.	38		4	7	3	12			54				
Southron Support	HON	HON55,encounter	2	Treachery	(CrossedArrows) Southrons										Doomed 3.	55				
Lieutenant of Mordor	HON	HON56,encounter	1	Enemy	(SiegeE) Mordor Elite		Mordor.	33		2	5	2	5			56				
Orc Arbalesters	HON	HON57,encounter	3	Enemy	(SiegeE) Mordor Elite		Mordor. Orc.	35		2	1	3	5		Archery X.	57				
Orc Vanguard	HON	HON58,encounter	2	Enemy	(SiegeE) Mordor Elite		Mordor. Orc.	40		2	8	3	5			58				
Orc War Camp	HON	HON59,encounter	2	Location	(SiegeE) Mordor Elite		Mordor.			5				2		59				
The Master's Malice	HON	HON60,encounter	2	Treachery	(SiegeE) Mordor Elite											60				
The Power of Mordor	HON	HON61,encounter	1	Treachery	(SiegeE) Mordor Elite										Doomed 3.	61				
Orc Rabble	HON	HON62,encounter	3	Enemy	(Sabre) Ravaging Orcs		Mordor. Orc.	28		2	1	1	3			62				
Orc Arsonist	HON	HON63,encounter	3	Enemy	(Sabre) Ravaging Orcs		Mordor. Orc.	30		3	3	2	3			63				
Scourge of Mordor	HON	HON64,encounter	2	Treachery	(Sabre) Ravaging Orcs											64				
The Leaping Fish (Quest)	HON	HON65a.png,HON65b.png	1	Quest	(Fish, Hammer, Dagger) Peril in Pelargir									6	Battle.	65				
Fighting in the Streets	HON	HON66a.png,HON66b.png	1	Quest	(Fish, Hammer, Dagger) Peril in Pelargir									13	Battle.	66				
Escape to the Quays	HON	HON67a.png,HON67b.png	1	Quest	(Fish, Hammer, Dagger) Peril in Pelargir									15		67				
Ambush in Ithilien	HON	HON68a.png,HON68b.png	1	Quest	(TreeKing, Leaf, TreeEvil, CrossedArrows) Into Ithilien									15	Battle.	68				
Southron Conter-attack	HON	HON69a.png,HON69b.png	1	Quest	(TreeKing, Leaf, TreeEvil, CrossedArrows) Into Ithilien									9	Siege. Archery X.	69				
The Hidden Way	HON	HON70a.png,HON70b.png	1	Quest	(TreeKing, Leaf, TreeEvil, CrossedArrows) Into Ithilien									12		70				
Approaching Cair Andros	HON	HON71a.png,HON71b.png	1	Quest	(TreeKing, Leaf, TreeEvil, CrossedArrows) Into Ithilien									15		71				
The Defense	HON	HON72a.png,HON72b.png	1	Quest	(Rook, CrossedArrows, SiegeE, Sabre) The Siege of Cair Andros									9	Siege.	72				
Reinforcing the Banks	HON	HON73a.png,HON73b.png	1	Quest	(Rook, CrossedArrows, SiegeE, Sabre) The Siege of Cair Andros									9		73				
Breakthrough at the Approach	HON	HON74a.png,HON74b.png	1	Quest	(Rook, CrossedArrows, SiegeE, Sabre) The Siege of Cair Andros									7	Battle.	74				
Breakthrough at the Citadel	HON	HON75a.png,HON75b.png	1	Quest	(Rook, CrossedArrows, SiegeE, Sabre) The Siege of Cair Andros									5	Siege	75				
The Last Battle	HON	HON76a.png,HON76b.png	1	Quest	(Rook, CrossedArrows, SiegeE, Sabre) The Siege of Cair Andros									15	Siege	76				
Bilbo Baggins (OtD)	OTD	OTD-20	1	Hero	Baggins	*	Hobbit. Burglar.	0		1	1	1	3			1	Bilbo Baggins does not count against the hero limit and cannot gain resources from non-treasure cards. The first player gains control of Bilbo Baggins. If Bilbo leaves play, the players have lost the game. Action: Spend 1 Baggins resource to search your deck for a treasure card and add it to your hand.		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Balin	OTD	OTD-16	1	Hero	Leadership	*	Dwarf.	9		2	1	2	4			2	Response: Pay 1 resource from Balin's resource pool to cancel a shadow effect just triggered during an attack. Then, deal the attacking enemy another shadow card. (Limit once per attack.)		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Bard the Bowman	OTD	OTD-17	1	Hero	Tactics	*	Esgaroth. Warrior.	11		2	3	2	4		Ranged.	3	When Bard the Bowman makes a ranged attack, the enemy he attacks gets -2D until the end of the phase.		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Oin	OTD	OTD-55	1	Hero	Spirit	*	Dwarf.	8		2	1	1	4			4	While you control at least 5 Dwarf characters, Oin gets +1A and gains the Tactics resource icon.		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Bombur (OTD)	OTD	OTD-25	1	Hero	Lore	*	Dwarf	8		0	1	2	5			5	When counting the number of Dwarf characters you control, Bombur counts as two.		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Gloin (OTD)	OTD	OTD-39	3	Ally	Leadership	*	Dwarf.		3	2	1	1	3			6	While you control at least 5 Dwarf characters, Gloin gains: Response: After you play Gloin from your hand, choose a hero. Add 2 resources to that hero's resource pool.			
Bifur  (OTD)	OTD	OTD-19	3	Ally	Lore	*	Dwarf.		3	1	2	1	3			7	While you control at least 5 Dwarf characters, Bifur gains: Respnse: After you play Bifur from your hand, draw 2 cards.			
Dwalin (OTD)	OTD	OTD-33	3	Ally	Spirit	*	Dwarf.		3	1	1	2	3		Sentinel.	8	While you control at least 5 Dwarf characters, lower the cost to play Dwalin by 2.			
Straight Shot	OTD	OTD-66	3	Event	Tactics				0							9	Action: Exhaust a Weapon attachment to choose a non-unique enemy with 0 [Defense]. Discard the chosen enemy. 			
Desperate Alliance	OTD	OTD-31	3	Event	Spirit				0							10	Action: Choose a hero you control. Until the end of the phase, give control of that hero and all resources in that hero's resource pool to another player. (Limit 1 per phase.) 			
Ravens of the Mountain	OTD	OTD-61	3	Event	Lore				1							11	Action: Exhaust a hero you control to shuffle the encounter deck and reveal its top card. Place progress tokens on the current quest equal to the revealed card's [Threat]. Then, put that card back on top of the encounter deck. 			
To Me! O My Kinsfolk!	OTD	OTD-76	3	Event	Leadership				1							12	If you control at least 1 Dwarf hero, put a Dwarf ally from your discard pile into play under your control. Put that ally on the bottom of your deck at the end of the phase. 			
The Lucky Number	OTD	OTD-70	3	Event	Baggins				1							13	Action: Choose a character in play (other than Bilbo Baggins). Add Bilbo Baggins' total [Willpower], [Attack], and [Defense] to that character's [Willpower], [Attack], and [Defense] respectively until the end of the phase.			
Great Yew Bow	OTD	OTD-42	3	Attachment	Tactics		Item. Weapon.		2						Restricted.	14	Attach to a hero with the printed Ranged keyword. Combat Action: Choose an enemy in the staging area. Exhaust Great Yew Bow and attached hero to make a ranged attack against that enemy. Declare attached hero as the attacker. No other attackers can be declared for this attack. 			
Black Arrow	OTD	OTD-22	3	Attachment	Tactics	*	Artifact. Weapon.		0						Victory 1.	15	Attach to a hero with Ranged. Limit 1 per deck. Response: After attached hero declares an attack, add Black Arrow to the victory display to give attached hero +5 [Attack] for this attack.			
Thror's Key	OTD	OTD-75	3	Attachment	Spirit	*	Artifact. Item.		1							16	Attach to a hero. Response: After attached hero declares an attack, add Black Arrow to the victory display to give attached hero +5 [Attack] for this attack.			
Expert Treasure-Hunter	OTD	OTD-34	3	Attachment	Lore		Skill.		0							17	Response: After attached hero quests successfully, name a card type and discard the top card of your deck. If the discarded card is the named type, take it into your hand. 			
King Under the Mountain	OTD	OTD-49	3	Attachment	Leadership	*	Title.		2							18	Exhaust King Under the Mountain to look at the top 2 cards of your deck. Add 1 to your hand and discard the other.			
Bilbo?s Magic Ring	OTD	OTD-21	1	Treasure	(Web) Flies and Spiders	*	Artifact. Item. Ring.		0							19	Attach to Bilbo Baggins. Action: Exhaust Bilbo's Magic Ring and raise your threast by 1 to gain 1 BAG resource. (Limit once per round.) Response: After Bilbo Baggins exhausts to defend an attack, exhaust Bilbo's Magic Ring and raise your threat by 3 to cancel all damage from this attack.			
The Arkenstone	OTD	OTD-67	1	Treasure	(Smaug) The Lonely Mountain	*	Artifact. Item. Erebor.		0							20	Attach to a hero. Action: Exhaust The Arkenstone and raise your threat by X to lower by the cost of the next ally you play this phase that matches the attached hero's sphere.			
Mithril Shirt	OTD	OTD-53	1	Treasure	(Smaug) The Lonely Mountain	*	Artifact. Item. Erebor.		0							21	Attach to Bilbo Baggins. Attached hero gets +1 DEF and +1 hit point.			
Thror?s Battle Axe	OTD	OTD-72	1	Treasure	(Smaug) The Lonely Mountain	*	Artifact. Item. Erebor.		0						Restricted. 	22	Attach to a hero. Attached hero gets +2 ATT. Response: After attached hero attacks and destroys an enemy, deal 1 damage to another enemy engaged with you.			
Thror?s Hunting Bow	OTD	OTD-74	1	Treasure	(Smaug) The Lonely Mountain	*	Artifact. Item. Erebor.		0						Restricted. 	23	Attach to a hero. Attached hero gains Ranged. When making a ranged attack, attached hero gets +2 ATT.			
Thror?s Golden Cup	OTD	OTD-73	1	Treasure	(Smaug) The Lonely Mountain	*	Artifact. Item. Erebor.		0						Victory 3.	24	Attach to a hero. Action: Add Thr?r?s Golden Cup to the victory display to draw 3 cards.			
The Spider?s Glade	OTD	OTD-71,encounter	1	Location	(Web) Flies and Spiders		Forest.			1				9		25	Immune to player card effects. Travel: Exhaust Bilbo Baggins to travel here. Forced: At the start of each quest phase, search the encounter deck for 1 Spider enemy and add it to the staging area. (2 Spider enemies instead if 3 or more players are at this stage.) Shuffle the encounter deck.			
Giant Web	OTD	OTD-38,encounter	4	Location	(Web) Flies and Spiders		Forest.			3				3		26	While Giant Web is the active location, each character gets -1 WIL, -1 ATT, & -1 DEF for each poison it has. Response: After Giant Web leaves play as an explored location, ready an unconscious character.			
Forest Stream	OTD	OTD-37,encounter	2	Location	(Web) Flies and Spiders		Forest. River.			2				4		27	While Forest Stream is the active location, poisoned characters cannot quest. Response: After Forest Stream leaves play as an explored location, discard 4 poison.			
Old Tomnoddy	OTD	OTD-56,encounter	3	Enemy	(Web) Flies and Spiders		Creature. Spider.	37		3	5	2	4		Venom.	28	Forced: At the end of each round, each player must give a hero he controls 1 poison.			
Crazy Cob	OTD	OTD-27,encounter	3	Enemy	(Web) Flies and Spiders		Creature. Spider.	30		2	3	2	2		Venom.	29	When Revealed: This enemy attacks the character with the most poison attached.	Defending character gets 1 poison.		
Lazy Lob	OTD	OTD-51,encounter	3	Enemy	(Web) Flies and Spiders		Creature. Spider.	33		3	3	0	3		Venom.	30	When Revealed: Each character committed to the quest gets 1 poison.	If defending character is poisoned, make that character unconscious.		
Fat Spider	OTD	OTD-35,encounter	4	Enemy	(Web) Flies and Spiders		Creature. Spider.	28		2	1	1	6		Venom.	31	This enemy gets +3 ATT while engaged with a player who controls at least 1 poisoned character.	Defending character gets 1 poison. (Give 2 poison to a character you control if undefended.)		
Wicked Spider	OTD	OTD-80,encounter	5	Enemy	(Web) Flies and Spiders		Creature. Spider.	25		1	4	1	3		Venom.	32	Forced: When this enemy attacks, defending player must attach 1 poison to a character he controls.	Defending character gets 2 poison.		
Caught in Webs	OTD	OTD-26,encounter	2	Treachery	(Web) Flies and Spiders											33	When Revealed: Choose a hero to be removed from the quest and make that hero unconscious. If no hero was removed from the quest by this effect, this card gains surge.			
Poisoned by Spiders	OTD	OTD-57,encounter	2	Treachery	(Web) Flies and Spiders											34	When Revealed: Each character takes damage equal to the number of poison it has. If no characters were damaged by this effect, this card gains surge.	Discard an unconscious character you control.		
Hidden Path	OTD	OTD-48,encounter	3	Location	(PineTree) Wilderland		Forest. Mountain.			3				1		35	While Hidden Path is the active location, locations in the staging area get -1 THR. Travel: Spend 2 BAG resources to travel here.			
Dark Bats	OTD	OTD-29,encounter	3	Enemy	(PineTree) Wilderland		Creature.	15		2	2	0	1			36	Forced: After Dark Bats damages a character, attach it to that character. (While attached, counts as a Condition attachment with the text: Attached character gets -1 WIL, -1 ATT, & -1 DEF.)	Attach this card to the defending character.		
Fighting Among Friends	OTD	OTD-36,encounter	2	Treachery	(PineTree) Wilderland											37	When Revealed: The first player names a sphere. Then, all non-BAG characters who not belong to the named sphere are removed from the quest.	Attacking enemy gets +1 ATT. (+2 ATT instead if undefended.)		
Weighed Down	OTD	OTD-78,encounter	2	Treachery	(PineTree) Wilderland											38	When Revealed: Until the end of the round, exhausted characters get -1 WIL, -1 ATT, & -1 DEF.	If the defending character is destroyed by this attack, its controller must raise his threat by 5.		
A Bare Patch	OTD	OTD-15,encounter	1	Objective	(Smaug) The Lonely Mountain		Information.									39	While attached, Smaug gets -3 DEF. Response: After the players quest successfully, the first player makes a burgle attempt. If successful, attach A Bare Patch to Smaug the Magnificent.			
Smaug the Golden	OTD	OTD-64,encounter	1	Enemy	(Smaug) The Lonely Mountain	*	Dragon.	50		X	6	9	20		Indestructable.	40	 Immune to player card effects. Cannot be engaged. X is the number of non-Burglar characters committed to the quest. Forced: After the 6th progress token is placed here, the players advance to stage 4A.			
Smaug the Magnificent  (OTD)	OTD	OTD-65,encounter	1	Enemy	(Smaug) The Lonely Mountain	*	Dragon.	50		6	8	8	20		Indestructable.	41	Immune to player card effects. Cannot leave the staging area (except by quest effect) but is considered to be engaged with the first player. Forced: If Smaug the Magnificent is dealt a shadow card with a burgle effecct, he makes an additional attack immediately after this one.			
Croaking Crows	OTD	OTD-28,encounter	3	Enemy	(Smaug) The Lonely Mountain		Creature.	33		1	1	1	2		Surge.	42	Forced: When a location is revealed from the encounter deck, put 1 progress on Smaug the Golden. Burgle: The first player shuffles his deck and reveals the top card. He may discard 1 card from his hand that matches the revealed card's sphere and type.			
The Lonely Mountain	OTD	OTD-69,encounter	1	Location	(Smaug) The Lonely Mountain	*	Mountain.			12				4	Victory 10.	43	While at least 1 card is stacked underneath, The Lonely Mountain is immune to player card effects, cannot leave the staging area, and gets -2 THR for each card stacked under it. Action: While making a burgle attempt, the first player may spend 2 BAG resources to take the revealed card into hand and reveal the next card of his deck.			
Great Hall	OTD	OTD-41,encounter	3	Location	(Smaug) The Lonely Mountain					4				4		44	While Great Hall is the active location, it gains: Forced: Put 1 progress on Smaug the Golden at the end of each round. Burgle: The first player shuffles his deck and reveals the top card. He may discard 3 cards from his hand that match the revealed card's type.			
Secret Entrance	OTD	OTD-63,encounter	2	Location	(Smaug) The Lonely Mountain					1				1		45				
Desolation of Smaug	OTD	OTD-30,encounter	3	Location	(Smaug) The Lonely Mountain					3				3		46				
Western Slopes	OTD	OTD-79,encounter	3	Location	(Smaug) The Lonely Mountain					2				5		47				
Pretending to Sleep	OTD	OTD-58,encounter	3	Treachery	(Smaug) The Lonely Mountain											48				
Known to an Ounce	OTD	OTD-50,encounter	2	Treachery	(Smaug) The Lonely Mountain											49				
Belching Fire	OTD	OTD-18,encounter	4	Treachery	(Smaug) The Lonely Mountain											50				
Dragon-spell	OTD	OTD-32,encounter	2	Treachery	(Smaug) The Lonely Mountain		Enchantment.									51				
Misty Mountain Eagle	OTD	OTD-52,encounter	1	Ally	(OrcSkull) The Battle of Five Armies		Creature. Eagle.			3	3	3	2			52	Action: The first player may spend 2 BAG resources to (choose one): take control of Misty Mountain Eagle, or discard this ally to discard a non-unique enemy in the staging area.	Deal 3 damage to attacking enemy.		
Bolg	OTD	OTD-24,encounter	1	Enemy	(OrcSkull) The Battle of Five Armies		Goblin. Orc.	50		X	6	3	8			53				
Bodyguard of Bolg	OTD	OTD-23,encounter	4	Enemy	(OrcSkull) The Battle of Five Armies		Goblin. Orc.	35		2	4	2	5			54				
Gundabad Wolf Rider	OTD	OTD-45,encounter	3	Enemy	(OrcSkull) The Battle of Five Armies		Goblin. Orc.	15		1	3	0	3			55	Forced: When this enemy attacks, remove 1 progress from the current quest.	Attacking enemy gets +1 ATT for each quest stage in play with no progress on it.		
Gundabad Climber	OTD	OTD-44,encounter	4	Enemy	(OrcSkull) The Battle of Five Armies		Goblin. Orc.	33		1	2	2	2			56				
Vanguard of Bolg	OTD	OTD-77,encounter	4	Enemy	(OrcSkull) The Battle of Five Armies		Goblin. Orc.	20		1	1	1	4			57				
Gundabad Archer	OTD	OTD-43,encounter	2	Enemy	(OrcSkull) The Battle of Five Armies		Goblin. Orc.	40		2	2	1	3			58				
Ravenous Warg	OTD	OTD-60,encounter	3	Enemy	(OrcSkull) The Battle of Five Armies		Creature.	30		2	3	1	3			59				
Northern Slopes	OTD	OTD-54,encounter	3	Location	(OrcSkull) The Battle of Five Armies		Mountain.			3				3		60				
Ruins of Dale	OTD	OTD-62,encounter	1	Location	(OrcSkull) The Battle of Five Armies		Ruins. Valley.			2				2		61				
Ravenhill	OTD	OTD-59,encounter	1	Location	(OrcSkull) The Battle of Five Armies		Ruins. Mountain.			2				2		62				
The Front Gate	OTD	OTD-68,encounter	1	Location	(OrcSkull) The Battle of Five Armies		Ruins. Mountain.			2				2		63				
Hatred Rekindled	OTD	OTD-46,encounter	2	Treachery	(OrcSkull) The Battle of Five Armies											64				
Goblins Are Upon You!	OTD	OTD-40,encounter	2	Treachery	(OrcSkull) The Battle of Five Armies											65				
Heedless of Order	OTD	OTD-47,encounter	2	Treachery	(OrcSkull) The Battle of Five Armies										Surge.	66				
Into Mirkwood	OTD	OTD-11.png,OTD-12.png	1	Quest	(Web, PineTree) Flies and Spiders									9		67				
Lost in the Dark	OTD	OTD-13.png,OTD-14.png	1	Quest	(Web, PineTree) Flies and Spiders									-		68				
Captured by Spiders	OTD	OTD-07.png,OTD-08.png	1	Quest	(Web, PineTree) Flies and Spiders									11		69				
Battle with the Spiders	OTD	OTD-05.png,OTD-06.png	1	Quest	(Web, PineTree) Flies and Spiders									3		70				
A Warm Welcome	OTD	OTD-01.png,OTD-02.png	1	Quest	(Smaug, PineTree) The Lonely Mountain									-		71				
The Burglar?s Turn	OTD	OTD-81.png,OTD-82.png	1	Quest	(Smaug, PineTree) The Lonely Mountain									-		72				
Inside Information	OTD	OTD-09.png,OTD-10.png	1	Quest	(Smaug, PineTree) The Lonely Mountain									20		73				
Thieves! Fire! Murder!	OTD	OTD-89.png,OTD-90.png	1	Quest	(Smaug, PineTree) The Lonely Mountain									7		74				
The Gathering of the Clouds	OTD	OTD-91.png,OTD-92.png	1	Quest	(OrcSkull, PineTree) The Battle of Five Armies									-		75				
